Time (s),Current (nA)
17:06:37.814,0.0247
17:06:37.902,0.0176
17:06:37.927,-0.0222
17:06:37.955,0.0308
17:06:37.988,-0.0022
17:06:38.058,-0.0102
17:06:38.128,0.0141
17:06:38.186,0.0026
17:06:38.239,0.0036
17:06:38.302,-0.0376
17:06:38.379,0.0361
17:06:38.441,0.0227
17:06:38.468,-0.0112
17:06:38.525,0.0352
17:06:38.541,0.0148
17:06:38.635,0.011
17:06:38.699,0.0243
17:06:38.761,0.0142
17:06:38.838,-0.0205
17:06:38.901,-0.0055
17:06:38.980,0.02
17:06:39.043,-0.0187
17:06:39.132,0.0051
17:06:39.185,0.0054
17:06:39.264,0.0293
17:06:39.346,0.0213
17:06:39.405,0.0319
17:06:39.471,-0.0053
17:06:39.552,0.0014
17:06:39.619,-0.0071
17:06:39.699,0.0046
17:06:39.773,0.022
17:06:39.833,0.0206
17:06:39.896,0.0024
17:06:39.979,0.0037
17:06:40.026,-0.0012
17:06:40.088,0.0012
17:06:40.165,0.0306
17:06:40.228,-0.0355
17:06:40.245,0.0246
17:06:40.306,0.0317
17:06:40.338,0.0066
17:06:40.425,0.0199
17:06:40.479,0.0164
17:06:40.545,0.004
17:06:40.576,0.0052
17:06:40.670,-0.0243
17:06:40.735,-0.0005
17:06:40.796,0.0214
17:06:40.859,-0.0126
17:06:40.938,-0.0006
17:06:41.003,-0.0114
17:06:41.065,-0.0119
17:06:41.143,-0.002
17:06:41.208,0.0024
17:06:41.270,0.0029
17:06:41.325,0.0186
17:06:41.383,0.0231
17:06:41.443,0.0142
17:06:41.522,0.031
17:06:41.584,-0.0075
17:06:41.672,-0.0012
17:06:41.734,0.0333
17:06:41.790,0.0182
17:06:41.853,0.0146
17:06:41.916,0.0249
17:06:41.997,-0.0159
17:06:42.058,0.0142
17:06:42.121,0.0157
17:06:42.154,0.0171
17:06:42.232,0.024
17:06:42.267,0.0055
17:06:42.326,-0.0123
17:06:42.388,-0.0069
17:06:42.425,0.0154
17:06:42.485,-0.0119
17:06:42.501,-0.0006
17:06:42.565,0.0302
17:06:42.643,-0.0162
17:06:42.706,0.0214
17:06:42.770,0.0262
17:06:42.785,-0.0042
17:06:42.853,-0.0034
17:06:42.896,0.0029
17:06:42.969,0.0141
17:06:43.048,0.0012
17:06:43.104,0.0204
17:06:43.201,-0.0012
17:06:43.229,-0.0145
17:06:43.292,-0.0202
17:06:43.374,0.02
17:06:43.421,0.0059
17:06:43.434,0.0423
17:06:43.530,0.0319
17:06:43.590,0.014
17:06:43.672,0.0161
17:06:43.735,0.0164
17:06:43.783,0.0311
17:06:43.862,0.0247
17:06:43.909,0.002
17:06:44.000,0.0
17:06:44.065,-0.0136
17:06:44.115,-0.0075
17:06:44.194,0.012
17:06:44.277,-0.0113
17:06:44.339,-0.0026
17:06:44.386,0.0138
17:06:44.447,0.0016
17:06:44.524,0.0095
17:06:44.582,0.0517
17:06:44.636,-0.0031
17:06:44.725,0.0304
17:06:44.789,0.0028
17:06:44.852,0.0171
17:06:44.939,0.0215
17:06:45.006,0.0184
17:06:45.076,0.0203
17:06:45.153,-0.0041
17:06:45.204,0.0174
17:06:45.290,0.0
17:06:45.347,0.0154
17:06:45.410,0.0108
17:06:45.498,0.0242
17:06:45.557,0.0198
17:06:45.614,-0.0033
17:06:45.694,0.0133
17:06:45.751,0.0267
17:06:45.802,0.0114
17:06:45.869,0.0111
17:06:45.897,0.0336
17:06:45.955,0.024
