Time (s),Current (nA)
17:06:46.018,0.0257
17:06:46.101,-0.0279
17:06:46.156,-0.0019
17:06:46.217,-0.0179
17:06:46.275,-0.0032
17:06:46.353,0.0025
17:06:46.416,-0.0047
17:06:46.511,-0.0204
17:06:46.549,0.015
17:06:46.591,-0.0034
17:06:46.657,0.0008
17:06:46.685,-0.007
17:06:46.750,0.0164
17:06:46.831,-0.0256
17:06:46.874,0.0366
17:06:46.940,0.0243
17:06:47.017,-0.004
17:06:47.109,0.0189
17:06:47.158,-0.0042
17:06:47.221,0.0064
17:06:47.315,0.0006
17:06:47.378,0.0139
17:06:47.443,0.0013
17:06:47.520,0.0237
17:06:47.581,0.0077
17:06:47.646,0.0331
17:06:47.729,0.0162
17:06:47.789,0.0082
17:06:47.836,-0.0069
17:06:47.902,0.0376
17:06:47.963,0.0085
17:06:48.059,0.0002
17:06:48.126,0.0087
17:06:48.188,-0.0149
17:06:48.247,0.0084
17:06:48.297,0.0145
17:06:48.376,-0.0013
17:06:48.454,-0.0043
17:06:48.519,-0.0359
17:06:48.588,0.0179
17:06:48.610,0.0196
17:06:48.678,0.0042
17:06:48.736,-0.0188
17:06:48.800,-0.0085
17:06:48.884,-0.0168
17:06:48.958,0.0121
17:06:49.037,0.0017
17:06:49.100,0.011
17:06:49.184,-0.0195
17:06:49.247,0.0244
17:06:49.336,-0.0236
17:06:49.397,0.0278
17:06:49.464,-0.0026
17:06:49.528,0.0023
17:06:49.585,0.0467
17:06:49.649,0.0578
17:06:49.680,0.0169
