Time (s),Current (nA)
15:50:49.107,-2.319
15:50:49.107,-2.706
15:50:49.107,-2.298
15:50:49.107,-1.873
15:50:49.107,-1.725
15:50:49.107,-1.295
15:50:49.107,-0.891
15:50:49.107,-0.585
15:50:49.123,-0.395
15:50:49.123,-0.328
15:50:49.123,-0.252
15:50:49.123,-0.128
15:50:49.123,-0.125
15:50:49.123,-0.069
15:50:49.123,0.112
15:50:49.123,-0.058
15:50:49.130,-0.009
15:50:49.130,-0.026
15:50:49.131,-0.107
15:50:49.131,-0.058
15:50:49.131,0.156
15:50:49.131,0.203
15:50:49.131,0.436
15:50:49.131,0.584
15:50:49.131,0.787
15:50:49.131,1.068
15:50:49.131,1.163
15:50:49.131,2.033
15:50:49.131,3.152
15:50:49.138,3.078
15:50:49.138,2.154
15:50:49.138,1.704
15:50:49.138,2.81
15:50:49.138,3.537
15:50:49.138,4.26
15:50:49.138,4.624
15:50:49.138,4.737
15:50:49.138,4.357
15:50:49.138,4.161
15:50:49.138,4.187
15:50:49.138,4.279
15:50:49.138,4.508
15:50:49.138,4.692
15:50:49.138,4.505
15:50:49.138,4.476
15:50:49.138,4.255
15:50:49.138,4.013
15:50:49.138,3.771
15:50:49.138,3.723
15:50:49.138,3.727
15:50:49.138,3.893
15:50:49.154,4.017
15:50:49.154,4.106
15:50:49.154,4.182
15:50:49.154,4.417
15:50:49.154,5.048
15:50:49.154,5.583
15:50:49.154,5.269
15:50:49.154,3.935
15:50:49.154,4.058
15:50:49.154,4.421
15:50:49.154,5.525
15:50:49.154,5.7
15:50:49.154,5.635
15:50:49.154,5.623
15:50:49.154,5.385
15:50:49.154,5.341
15:50:49.154,4.954
15:50:49.154,4.869
15:50:49.154,4.596
15:50:49.154,4.8
15:50:49.154,4.68
15:50:49.154,4.263
15:50:49.154,3.825
15:50:49.170,3.775
15:50:49.170,3.792
15:50:49.170,3.782
15:50:49.170,3.334
15:50:49.170,3.33
15:50:49.170,3.294
15:50:49.170,3.176
15:50:49.170,2.919
15:50:49.170,3.447
15:50:49.170,2.861
15:50:49.170,2.268
15:50:49.170,2.152
15:50:49.170,2.376
15:50:49.170,2.02
15:50:49.170,1.663
15:50:49.170,1.096
15:50:49.170,0.682
15:50:49.170,0.564
15:50:49.170,0.551
15:50:49.186,0.256
15:50:49.186,0.125
15:50:49.186,0.199
15:50:49.186,0.108
15:50:49.186,0.198
15:50:49.186,0.156
15:50:49.186,0.041
15:50:49.186,0.189
15:50:49.186,-0.006
15:50:49.186,0.266
15:50:49.186,-0.01
15:50:49.186,-0.411
15:50:49.186,-0.48
15:50:49.186,-0.626
15:50:49.186,-0.824
15:50:49.186,-0.995
15:50:49.186,-1.326
15:50:49.186,-2.337
15:50:49.186,-3.368
15:50:49.186,-3.174
15:50:49.186,-1.843
15:50:49.186,-2.125
15:50:49.186,-3.122
15:50:49.202,-3.881
15:50:49.202,-4.36
15:50:49.202,-4.524
15:50:49.202,-4.405
15:50:49.202,-4.143
15:50:49.202,-4.139
15:50:49.202,-4.221
15:50:49.202,-4.129
15:50:49.202,-4.565
15:50:49.202,-4.618
15:50:49.202,-4.415
15:50:49.202,-4.049
15:50:49.202,-3.737
15:50:49.202,-3.84
15:50:49.202,-3.584
15:50:49.202,-3.602
15:50:49.202,-3.799
15:50:49.202,-3.634
15:50:49.202,-3.854
15:50:49.202,-4.07
15:50:49.202,-3.928
15:50:49.202,-4.007
15:50:49.202,-4.582
15:50:49.218,-5.345
15:50:49.218,-5.484
15:50:49.218,-4.367
15:50:49.218,-3.607
15:50:49.218,-3.824
15:50:49.218,-5.237
15:50:49.218,-5.73
15:50:49.218,-5.468
15:50:49.218,-5.579
15:50:49.218,-5.26
15:50:49.218,-5.281
15:50:49.218,-4.889
15:50:49.218,-4.73
15:50:49.218,-4.817
15:50:49.218,-4.601
15:50:49.218,-4.37
15:50:49.218,-3.917
15:50:49.218,-3.718
15:50:49.218,-3.834
15:50:49.218,-3.614
15:50:49.218,-3.418
15:50:49.218,-3.175
15:50:49.218,-3.202
15:50:49.218,-3.2
15:50:49.234,-2.933
15:50:49.234,-3.42
15:50:49.234,-3.337
15:50:49.234,-2.485
15:50:49.234,-2.556
15:50:49.234,-2.345
15:50:49.234,-2.251
15:50:49.234,-1.89
15:50:49.234,-1.561
15:50:49.234,-1.371
15:50:49.234,-0.672
15:50:49.234,-0.514
15:50:49.234,-0.42
15:50:49.234,-0.253
15:50:49.234,-0.175
15:50:49.234,-0.182
15:50:49.234,-0.034
15:50:49.234,-0.041
15:50:49.234,0.035
15:50:49.234,-0.03
15:50:49.234,0.116
15:50:49.234,-0.314
15:50:49.234,-0.159
15:50:49.234,0.028
15:50:49.249,0.105
15:50:49.251,0.304
15:50:49.251,0.49
15:50:49.251,0.647
15:50:49.251,0.974
15:50:49.251,1.129
15:50:49.251,1.896
15:50:49.251,2.755
15:50:49.251,3.285
15:50:49.251,2.998
15:50:49.251,2.088
15:50:49.251,1.52
15:50:49.251,3.16
15:50:49.251,3.676
15:50:49.251,4.279
15:50:49.251,4.695
15:50:49.251,4.535
15:50:49.251,4.304
15:50:49.265,4.08
15:50:49.265,4.118
15:50:49.265,4.319
15:50:49.265,4.513
15:50:49.265,4.666
15:50:49.265,4.738
15:50:49.265,4.541
15:50:49.265,4.434
15:50:49.265,4.158
15:50:49.265,3.955
15:50:49.265,3.72
15:50:49.265,3.619
15:50:49.265,3.992
15:50:49.265,3.976
15:50:49.265,3.759
15:50:49.265,4.006
15:50:49.265,4.101
15:50:49.265,4.228
15:50:49.265,4.232
15:50:49.265,5.025
15:50:49.265,5.792
15:50:49.265,5.219
15:50:49.265,3.947
15:50:49.281,3.688
15:50:49.281,4.306
15:50:49.373,5.663
15:50:49.376,5.794
15:50:49.376,5.567
15:50:49.376,5.496
15:50:49.376,5.646
15:50:49.376,5.199
15:50:49.376,4.976
15:50:49.376,4.62
15:50:49.376,4.923
15:50:49.376,4.757
15:50:49.376,4.832
15:50:49.376,4.292
15:50:49.376,4.091
15:50:49.385,3.991
15:50:49.385,3.99
15:50:49.385,3.782
15:50:49.385,3.569
15:50:49.385,3.405
15:50:49.385,3.495
15:50:49.385,3.316
15:50:49.385,3.296
15:50:49.385,3.032
15:50:49.385,3.277
15:50:49.392,3.683
15:50:49.393,3.352
15:50:49.393,2.548
15:50:49.393,2.203
15:50:49.393,2.295
15:50:49.393,2.284
15:50:49.393,1.873
15:50:49.393,1.476
15:50:49.393,1.243
15:50:49.393,0.872
15:50:49.393,0.571
15:50:49.393,0.404
15:50:49.393,0.354
15:50:49.393,0.42
15:50:49.393,0.037
15:50:49.393,-0.008
15:50:49.393,0.169
15:50:49.393,0.0
15:50:49.393,0.205
15:50:49.393,0.208
15:50:49.393,0.145
15:50:49.393,-0.097
15:50:49.408,-0.157
15:50:49.408,-0.348
15:50:49.411,-0.455
15:50:49.411,-0.859
15:50:49.411,-0.889
15:50:49.411,-1.052
15:50:49.414,-2.815
15:50:49.414,-3.436
15:50:49.414,-1.811
15:50:49.414,-2.295
15:50:49.414,-3.206
15:50:49.414,-3.996
15:50:49.414,-4.246
15:50:49.419,-4.676
15:50:49.419,-4.413
15:50:49.419,-4.09
15:50:49.424,-3.983
15:50:49.424,-4.122
15:50:49.424,-4.263
15:50:49.424,-4.52
15:50:49.424,-4.433
15:50:49.424,-4.428
15:50:49.424,-3.816
15:50:49.432,-3.903
15:50:49.432,-3.679
15:50:49.432,-3.512
15:50:49.432,-3.591
15:50:49.432,-3.868
15:50:49.432,-3.59
15:50:49.432,-3.833
15:50:49.440,-4.128
15:50:49.440,-4.053
15:50:49.440,-4.153
15:50:49.440,-5.269
15:50:49.440,-5.469
15:50:49.440,-4.742
15:50:49.440,-3.57
15:50:49.440,-3.824
15:50:49.440,-4.535
15:50:49.440,-5.343
15:50:49.440,-5.631
15:50:49.440,-5.584
15:50:49.440,-5.7
15:50:49.440,-5.247
15:50:49.440,-4.956
15:50:49.440,-4.913
15:50:49.440,-4.816
15:50:49.440,-4.851
15:50:49.440,-4.636
15:50:49.440,-4.494
15:50:49.440,-4.002
15:50:49.456,-3.753
15:50:49.456,-3.781
15:50:49.456,-3.814
15:50:49.456,-3.559
15:50:49.456,-3.35
15:50:49.456,-3.235
15:50:49.456,-3.303
15:50:49.456,-3.253
15:50:49.456,-2.713
15:50:49.456,-3.199
15:50:49.456,-3.505
15:50:49.456,-3.377
15:50:49.456,-2.935
15:50:49.456,-2.246
15:50:49.456,-2.506
15:50:49.456,-2.295
15:50:49.456,-1.744
15:50:49.472,-1.469
15:50:49.472,-1.122
15:50:49.472,-0.585
15:50:49.472,-0.346
15:50:49.475,-0.386
15:50:49.475,-0.268
15:50:49.475,-0.042
15:50:49.475,0.068
15:50:49.475,0.149
15:50:49.475,-0.077
15:50:49.475,0.021
15:50:49.475,-0.019
15:50:49.481,-0.124
15:50:49.482,-0.023
15:50:49.482,0.06
15:50:49.482,0.153
15:50:49.484,0.322
15:50:49.484,0.608
15:50:49.484,0.883
15:50:49.484,1.052
15:50:49.488,1.362
15:50:49.488,2.498
15:50:49.488,3.315
15:50:49.488,2.767
15:50:49.488,1.783
15:50:49.488,1.867
15:50:49.488,3.034
15:50:49.488,3.759
15:50:49.488,4.386
15:50:49.488,4.625
15:50:49.488,4.709
15:50:49.488,4.539
15:50:49.488,4.092
15:50:49.488,4.273
15:50:49.488,4.36
15:50:49.488,4.568
15:50:49.488,4.706
15:50:49.488,4.548
15:50:49.488,4.626
15:50:49.488,4.08
15:50:49.488,3.976
15:50:49.488,3.671
15:50:49.503,3.702
15:50:49.503,3.933
15:50:49.503,3.886
15:50:49.503,3.761
15:50:49.503,4.131
15:50:49.503,4.249
15:50:49.503,4.198
15:50:49.503,4.664
15:50:49.503,5.316
15:50:49.503,5.516
15:50:49.503,4.88
15:50:49.503,3.701
15:50:49.503,3.839
15:50:49.503,4.847
15:50:49.503,5.782
15:50:49.503,5.623
15:50:49.503,5.357
15:50:49.503,5.454
15:50:49.503,5.517
15:50:49.503,5.389
15:50:49.503,4.948
15:50:49.503,4.767
15:50:49.503,4.978
15:50:49.519,4.55
15:50:49.519,4.216
15:50:49.519,4.003
15:50:49.519,3.879
15:50:49.519,3.711
15:50:49.519,3.523
15:50:49.519,3.196
15:50:49.519,3.403
15:50:49.519,3.549
15:50:49.519,3.31
15:50:49.519,2.949
15:50:49.519,3.095
15:50:49.519,3.425
15:50:49.519,3.22
15:50:49.519,2.308
15:50:49.519,2.331
15:50:49.519,2.348
15:50:49.519,2.051
15:50:49.519,1.775
15:50:49.519,1.122
15:50:49.519,0.931
15:50:49.519,0.474
15:50:49.519,0.285
15:50:49.535,0.241
15:50:49.536,0.188
15:50:49.536,0.391
15:50:49.536,0.03
15:50:49.536,0.159
15:50:49.536,0.167
15:50:49.536,0.069
15:50:49.536,0.09
15:50:49.536,0.288
15:50:49.536,0.13
15:50:49.536,-0.259
15:50:49.536,0.011
15:50:49.536,-0.145
15:50:49.536,-0.667
15:50:49.536,-0.913
15:50:49.536,-1.092
15:50:49.536,-1.192
15:50:49.536,-2.319
15:50:49.536,-3.358
15:50:49.536,-2.688
15:50:49.536,-2.005
15:50:49.536,-1.937
15:50:49.536,-3.11
15:50:49.551,-3.767
15:50:49.551,-4.241
15:50:49.551,-4.463
15:50:49.551,-4.441
15:50:49.551,-4.15
15:50:49.551,-4.008
15:50:49.551,-4.084
15:50:49.551,-4.198
15:50:49.551,-4.354
15:50:49.551,-4.478
15:50:49.551,-4.517
15:50:49.551,-4.486
15:50:49.551,-4.141
15:50:49.551,-3.869
15:50:49.551,-3.716
15:50:49.551,-3.644
15:50:49.551,-3.582
15:50:49.551,-3.719
15:50:49.551,-3.554
15:50:49.551,-3.681
15:50:49.551,-4.007
15:50:49.551,-4.201
15:50:49.567,-4.039
15:50:49.567,-4.813
15:50:49.567,-5.595
15:50:49.567,-5.181
15:50:49.567,-3.774
15:50:49.567,-3.929
15:50:49.567,-4.52
15:50:49.567,-5.554
15:50:49.567,-5.631
15:50:49.567,-5.432
15:50:49.567,-5.622
15:50:49.567,-5.035
15:50:49.567,-4.919
15:50:49.567,-4.809
15:50:49.567,-4.81
15:50:49.567,-4.751
15:50:49.567,-4.482
15:50:49.567,-4.338
15:50:49.567,-3.863
15:50:49.567,-3.809
15:50:49.567,-3.789
15:50:49.567,-3.707
15:50:49.567,-3.587
15:50:49.583,-3.418
15:50:49.583,-3.185
15:50:49.583,-3.351
15:50:49.583,-3.328
15:50:49.583,-2.87
15:50:49.583,-2.986
15:50:49.583,-3.455
15:50:49.583,-3.422
15:50:49.583,-2.541
15:50:49.583,-2.435
15:50:49.583,-2.652
15:50:49.583,-1.976
15:50:49.583,-1.618
15:50:49.583,-1.438
15:50:49.583,-1.056
15:50:49.583,-0.633
15:50:49.583,-0.411
15:50:49.583,-0.354
15:50:49.583,-0.258
15:50:49.583,-0.084
15:50:49.583,-0.189
15:50:49.599,0.011
15:50:49.599,0.013
15:50:49.599,0.008
15:50:49.599,0.044
15:50:49.599,0.014
15:50:49.599,-0.065
15:50:49.599,-0.08
15:50:49.599,-0.063
15:50:49.599,0.094
15:50:49.599,0.284
15:50:49.599,0.561
15:50:49.599,0.738
15:50:49.599,0.89
15:50:49.599,1.134
15:50:49.599,1.245
15:50:49.599,2.456
15:50:49.599,3.405
15:50:49.599,3.036
15:50:49.599,1.722
15:50:49.599,2.515
15:50:49.599,3.76
15:50:49.599,4.278
15:50:49.599,4.515
15:50:49.599,4.781
15:50:49.615,4.502
15:50:49.616,4.315
15:50:49.616,4.078
15:50:49.616,4.13
15:50:49.616,4.395
15:50:49.616,4.497
15:50:49.616,4.547
15:50:49.616,4.728
15:50:49.616,4.449
15:50:49.616,4.265
15:50:49.616,3.865
15:50:49.616,3.974
15:50:49.616,3.725
15:50:49.616,3.677
15:50:49.616,3.915
15:50:49.616,3.789
15:50:49.616,3.749
15:50:49.616,4.12
15:50:49.616,4.072
15:50:49.616,4.174
15:50:49.616,4.429
15:50:49.631,5.274
15:50:49.631,5.72
15:50:49.631,5.081
15:50:49.631,4.286
15:50:49.631,3.785
15:50:49.631,4.651
15:50:49.631,5.354
15:50:49.631,5.572
15:50:49.631,5.652
15:50:49.631,5.637
15:50:49.631,5.453
15:50:49.631,5.237
15:50:49.631,5.143
15:50:49.631,4.973
15:50:49.631,4.744
15:50:49.631,4.808
15:50:49.631,4.709
15:50:49.631,4.551
15:50:49.631,4.059
15:50:49.631,3.962
15:50:49.631,3.834
15:50:49.631,3.813
15:50:49.631,3.709
15:50:49.647,3.426
15:50:49.647,3.381
15:50:49.647,3.33
15:50:49.647,3.005
15:50:49.647,3.098
15:50:49.647,3.441
15:50:49.647,3.757
15:50:49.647,2.956
15:50:49.647,2.3
15:50:49.647,2.178
15:50:49.647,2.456
15:50:49.647,2.291
15:50:49.647,1.913
15:50:49.647,1.592
15:50:49.647,1.003
15:50:49.647,0.386
15:50:49.647,0.389
15:50:49.647,0.235
15:50:49.647,0.314
15:50:49.647,0.262
15:50:49.647,0.135
15:50:49.647,0.126
15:50:49.647,0.148
15:50:49.663,0.147
15:50:49.663,0.162
15:50:49.663,0.222
15:50:49.663,0.203
15:50:49.663,-0.042
15:50:49.663,-0.174
15:50:49.663,-0.308
15:50:49.663,-0.522
15:50:49.663,-0.868
15:50:49.663,-0.937
15:50:49.663,-1.712
15:50:49.663,-3.289
15:50:49.663,-3.171
15:50:49.663,-1.983
15:50:49.663,-1.798
15:50:49.663,-2.888
15:50:49.663,-3.917
15:50:49.663,-4.352
15:50:49.663,-4.768
15:50:49.663,-4.602
15:50:49.663,-4.034
15:50:49.663,-3.89
15:50:49.663,-4.284
15:50:49.679,-4.36
15:50:49.679,-4.388
15:50:49.679,-4.735
15:50:49.679,-4.415
15:50:49.679,-4.337
15:50:49.679,-3.893
15:50:49.679,-3.953
15:50:49.679,-3.575
15:50:49.679,-3.649
15:50:49.679,-3.734
15:50:49.679,-3.776
15:50:49.679,-3.744
15:50:49.679,-3.93
15:50:49.679,-4.068
15:50:49.679,-4.142
15:50:49.679,-4.238
15:50:49.679,-5.019
15:50:49.679,-5.558
15:50:49.694,-4.772
15:50:49.694,-3.594
15:50:49.694,-4.15
15:50:49.694,-4.94
15:50:49.694,-5.402
15:50:49.694,-5.451
15:50:49.694,-5.586
15:50:49.694,-5.577
15:50:49.694,-5.258
15:50:49.694,-5.009
15:50:49.694,-4.822
15:50:49.694,-4.628
15:50:49.694,-4.702
15:50:49.694,-4.495
15:50:49.694,-4.029
15:50:49.694,-3.943
15:50:49.694,-3.698
15:50:49.694,-3.885
15:50:49.694,-3.704
15:50:49.694,-3.44
15:50:49.694,-3.285
15:50:49.694,-3.269
15:50:49.694,-3.087
15:50:49.710,-2.889
15:50:49.710,-3.063
15:50:49.710,-3.498
15:50:49.710,-3.027
15:50:49.710,-1.629
15:50:49.710,-2.645
15:50:49.710,-2.369
15:50:49.710,-1.981
15:50:49.710,-1.751
15:50:49.710,-1.258
15:50:49.710,-0.895
15:50:49.710,-0.533
15:50:49.710,-0.355
15:50:49.710,-0.227
15:50:49.710,-0.155
15:50:49.710,-0.029
15:50:49.710,-0.105
15:50:49.710,-0.057
15:50:49.710,0.051
15:50:49.710,0.018
15:50:49.710,-0.054
15:50:49.710,-0.075
15:50:49.710,0.05
15:50:49.710,0.137
15:50:49.726,0.459
15:50:49.726,0.808
15:50:49.726,0.764
15:50:49.726,1.074
15:50:49.726,2.532
15:50:49.726,3.347
15:50:49.726,2.3
15:50:49.726,1.705
15:50:49.726,3.398
15:50:49.726,4.129
15:50:49.726,4.537
15:50:49.726,4.759
15:50:49.726,4.197
15:50:49.726,4.001
15:50:49.726,4.518
15:50:49.726,4.44
15:50:49.726,4.724
15:50:49.726,4.565
15:50:49.726,4.071
15:50:49.726,3.936
15:50:49.726,3.705
15:50:49.726,3.815
15:50:49.726,3.935
15:50:49.742,3.844
15:50:49.742,3.923
15:50:49.742,4.128
15:50:49.742,4.107
15:50:49.742,4.233
15:50:49.742,5.109
15:50:49.742,5.634
15:50:49.742,5.6
15:50:49.742,3.858
15:50:49.742,4.078
15:50:49.742,4.83
15:50:49.742,5.454
15:50:49.742,5.51
15:50:49.742,5.744
15:50:49.742,5.361
15:50:49.742,5.16
15:50:49.742,4.859
15:50:49.742,5.023
15:50:49.742,4.835
15:50:49.742,4.867
15:50:49.755,4.135
15:50:49.755,4.014
15:50:49.755,3.776
15:50:49.755,3.823
15:50:49.758,3.436
15:50:49.758,3.24
15:50:49.758,3.505
15:50:49.758,3.114
15:50:49.758,2.963
15:50:49.758,3.316
15:50:49.758,3.713
15:50:49.758,3.475
15:50:49.758,2.633
15:50:49.758,2.621
15:50:49.758,2.307
15:50:49.758,2.391
15:50:49.758,1.601
15:50:49.758,1.838
15:50:49.758,1.149
15:50:49.758,0.744
15:50:49.758,0.511
15:50:49.758,0.472
15:50:49.758,0.319
15:50:49.758,0.418
15:50:49.758,0.035
15:50:49.758,0.029
15:50:49.758,0.119
15:50:49.774,0.043
15:50:49.775,0.077
15:50:49.775,0.127
15:50:49.775,0.164
15:50:49.775,0.156
15:50:49.775,0.151
15:50:49.775,-0.082
15:50:49.775,-0.101
15:50:49.775,-0.429
15:50:49.775,-0.647
15:50:49.775,-0.765
15:50:49.775,-0.865
15:50:49.775,-1.494
15:50:49.775,-3.052
15:50:49.775,-3.131
15:50:49.775,-2.655
15:50:49.775,-1.868
15:50:49.775,-2.15
15:50:49.775,-3.156
15:50:49.775,-4.231
15:50:49.775,-4.541
15:50:49.790,-4.605
15:50:49.790,-4.345
15:50:49.790,-4.109
15:50:49.792,-4.1
15:50:49.792,-4.216
15:50:49.792,-4.247
15:50:49.792,-4.48
15:50:49.792,-4.655
15:50:49.792,-4.56
15:50:49.792,-4.417
15:50:49.792,-4.043
15:50:49.792,-3.868
15:50:49.798,-3.734
15:50:49.798,-3.516
15:50:49.798,-3.484
15:50:49.798,-3.773
15:50:49.798,-3.844
15:50:49.798,-3.859
15:50:49.798,-4.053
15:50:49.798,-4.654
15:50:49.806,-5.382
15:50:49.806,-5.491
15:50:49.806,-4.769
15:50:49.806,-3.72
15:50:49.806,-4.09
15:50:49.806,-5.078
15:50:49.806,-5.544
15:50:49.806,-5.362
15:50:49.806,-5.638
15:50:49.806,-5.357
15:50:49.806,-5.044
15:50:49.806,-4.849
15:50:49.806,-4.648
15:50:49.806,-4.903
15:50:49.806,-4.722
15:50:49.806,-4.363
15:50:49.806,-3.916
15:50:49.806,-3.698
15:50:49.806,-3.783
15:50:49.806,-3.61
15:50:49.823,-3.51
15:50:49.823,-3.404
15:50:49.823,-3.317
15:50:49.823,-3.241
15:50:49.823,-2.851
15:50:49.823,-3.049
15:50:49.823,-3.604
15:50:49.823,-3.406
15:50:49.823,-2.495
15:50:49.823,-2.236
15:50:49.823,-2.706
15:50:49.823,-1.951
15:50:49.823,-1.783
15:50:49.823,-1.498
15:50:49.823,-1.085
15:50:49.823,-0.448
15:50:49.823,-0.489
15:50:49.823,-0.348
15:50:49.823,-0.139
15:50:49.823,0.0
15:50:49.823,0.033
15:50:49.838,0.042
15:50:49.839,-0.004
15:50:49.839,0.104
15:50:49.839,-0.001
15:50:49.839,0.278
15:50:49.839,-0.054
15:50:49.839,-0.151
15:50:49.839,0.154
15:50:49.839,0.124
15:50:49.839,0.377
15:50:49.839,0.802
15:50:49.839,0.881
15:50:49.839,1.108
15:50:49.839,1.177
15:50:49.839,2.162
15:50:49.839,3.299
15:50:49.839,3.124
15:50:49.839,2.108
15:50:49.839,1.996
15:50:49.839,2.872
15:50:49.839,3.542
15:50:49.839,4.468
15:50:49.839,4.699
15:50:49.854,4.703
15:50:49.854,4.317
15:50:49.854,4.183
15:50:49.854,4.279
15:50:49.854,4.341
15:50:49.854,4.682
15:50:49.854,4.699
15:50:49.854,4.514
15:50:49.854,4.261
15:50:49.854,3.979
15:50:49.854,3.85
15:50:49.854,3.589
15:50:49.854,3.721
15:50:49.854,3.951
15:50:49.854,3.749
15:50:49.854,3.842
15:50:49.854,4.205
15:50:49.854,4.294
15:50:49.854,4.168
15:50:49.854,4.085
15:50:49.854,5.437
15:50:49.870,5.574
15:50:49.870,4.371
15:50:49.870,3.679
15:50:49.873,4.324
15:50:49.873,5.504
15:50:49.873,5.663
15:50:49.873,5.515
15:50:49.873,5.681
15:50:49.873,5.406
15:50:49.879,5.225
15:50:49.879,4.868
15:50:49.879,4.958
15:50:49.879,4.801
15:50:49.879,4.326
15:50:49.879,4.082
15:50:49.879,4.026
15:50:49.879,3.752
15:50:49.885,3.817
15:50:49.885,3.817
15:50:49.885,3.639
15:50:49.885,3.232
15:50:49.885,3.463
15:50:49.885,3.28
15:50:49.885,2.955
15:50:49.885,3.521
15:50:49.885,3.548
15:50:49.885,2.785
15:50:49.885,2.027
15:50:49.885,2.493
15:50:49.885,2.302
15:50:49.885,2.165
15:50:49.885,1.699
15:50:49.885,1.446
15:50:49.885,0.789
15:50:49.885,0.621
15:50:49.885,0.47
15:50:49.885,0.368
15:50:49.901,0.458
15:50:49.901,0.051
15:50:49.904,0.145
15:50:49.904,0.076
15:50:49.905,0.212
15:50:49.907,0.138
15:50:49.907,0.048
15:50:49.907,0.261
15:50:49.909,-0.005
15:50:49.909,0.075
15:50:49.911,-0.21
15:50:49.912,-0.379
15:50:49.912,-0.502
15:50:49.913,-0.808
15:50:49.914,-0.793
15:50:49.915,-1.022
15:50:49.916,-2.963
15:50:49.917,-3.545
15:50:49.918,-2.767
15:50:49.920,-1.321
15:50:49.921,-2.119
15:50:49.921,-3.11
15:50:49.921,-3.839
15:50:49.921,-4.118
15:50:49.921,-4.324
15:50:49.921,-4.746
15:50:49.921,-4.081
15:50:49.921,-4.089
15:50:49.921,-4.037
15:50:49.921,-4.282
15:50:49.921,-4.386
15:50:49.921,-4.426
15:50:49.921,-4.546
15:50:49.933,-4.414
15:50:49.934,-3.757
15:50:49.934,-3.926
15:50:49.934,-3.457
15:50:49.934,-3.649
15:50:49.934,-3.818
15:50:49.939,-3.68
15:50:49.939,-3.734
15:50:49.939,-3.848
15:50:49.941,-4.021
15:50:49.942,-4.192
15:50:49.942,-4.728
15:50:49.944,-5.38
15:50:49.945,-5.354
15:50:49.946,-4.459
15:50:49.947,-3.682
15:50:49.948,-4.525
15:50:49.949,-5.506
15:50:49.949,-5.543
15:50:49.951,-5.479
15:50:49.951,-5.498
15:50:49.952,-5.256
15:50:49.953,-5.242
15:50:49.953,-4.92
15:50:49.953,-4.954
15:50:49.956,-4.722
15:50:49.957,-4.777
15:50:49.957,-4.491
15:50:49.958,-3.994
15:50:49.959,-3.858
15:50:49.961,-3.754
15:50:49.961,-3.68
15:50:49.961,-3.425
15:50:49.964,-3.286
15:50:49.964,-3.323
15:50:49.966,-3.122
15:50:49.966,-2.98
15:50:49.967,-2.904
15:50:49.970,-2.998
15:50:49.970,-3.56
15:50:49.970,-3.01
15:50:49.970,-2.489
15:50:49.970,-2.256
15:50:49.976,-2.374
15:50:49.976,-2.191
15:50:49.976,-1.84
15:50:49.976,-1.433
15:50:49.979,-0.977
15:50:49.980,-0.471
15:50:49.981,-0.461
15:50:49.982,-0.175
15:50:49.982,0.09
15:50:49.982,-0.129
15:50:49.982,0.045
15:50:49.982,0.131
15:50:49.982,0.05
15:50:49.988,-0.213
15:50:49.989,-0.036
15:50:49.990,0.127
15:50:49.990,-0.001
15:50:49.991,0.227
15:50:49.991,0.528
15:50:49.993,0.645
15:50:49.994,0.849
15:50:49.995,1.091
15:50:49.995,1.4
15:50:49.996,2.66
15:50:49.997,3.543
15:50:49.997,2.906
15:50:50.001,2.378
15:50:50.002,1.913
15:50:50.002,2.789
15:50:50.002,3.382
15:50:50.002,4.186
15:50:50.002,4.467
15:50:50.002,4.867
15:50:50.002,4.55
15:50:50.002,3.977
15:50:50.002,4.226
15:50:50.012,4.583
15:50:50.012,4.503
15:50:50.014,4.769
15:50:50.014,4.43
15:50:50.014,4.074
15:50:50.014,3.93
15:50:50.014,3.637
15:50:50.014,3.885
15:50:50.014,3.864
15:50:50.014,3.945
15:50:50.014,4.033
15:50:50.014,4.007
15:50:50.014,4.261
15:50:50.014,4.112
15:50:50.014,5.119
15:50:50.014,5.605
15:50:50.014,5.001
15:50:50.014,3.833
15:50:50.014,4.181
15:50:50.028,4.754
15:50:50.028,5.078
15:50:50.028,5.503
15:50:50.028,5.78
15:50:50.028,5.751
15:50:50.028,5.369
15:50:50.028,5.24
15:50:50.028,5.132
15:50:50.028,5.06
15:50:50.028,4.782
15:50:50.028,4.828
15:50:50.028,4.813
15:50:50.028,4.305
15:50:50.028,4.014
15:50:50.028,4.013
15:50:50.028,3.892
15:50:50.028,3.847
15:50:50.028,3.673
15:50:50.028,3.48
15:50:50.028,3.349
15:50:50.028,3.5
15:50:50.028,3.423
15:50:50.028,2.831
15:50:50.044,3.11
15:50:50.045,3.748
15:50:50.045,3.362
15:50:50.045,2.529
15:50:50.045,2.132
15:50:50.045,2.615
15:50:50.045,2.197
15:50:50.045,1.918
15:50:50.045,1.573
15:50:50.045,1.417
15:50:50.045,0.648
15:50:50.045,0.568
15:50:50.045,0.386
15:50:50.045,0.384
15:50:50.045,0.316
15:50:50.045,0.258
15:50:50.045,0.13
15:50:50.045,0.055
15:50:50.045,0.056
15:50:50.045,-0.017
15:50:50.045,0.257
15:50:50.045,0.087
15:50:50.060,-0.046
15:50:50.060,-0.238
15:50:50.060,-0.391
15:50:50.060,-0.787
15:50:50.060,-1.085
15:50:50.060,-1.19
15:50:50.060,-3.287
15:50:50.060,-3.171
15:50:50.060,-1.546
15:50:50.060,-2.698
15:50:50.060,-3.708
15:50:50.060,-4.08
15:50:50.060,-4.334
15:50:50.060,-4.591
